Epoch,Train Accuracy,Train Loss,Val Accuracy,Val Loss
1,0.7879169288860919,0.7024129672138483,0.8742690058479532,0.4037097384070241
2,0.894692678833648,0.3351116948479774,0.8918128654970761,0.34113822877407074
3,0.9362282357877072,0.19779121818258458,0.89546783625731,0.3242360855084519
4,0.9519614013006084,0.15293051239928143,0.8830409356725146,0.4147107864535132
5,0.9500734214390602,0.14779558585294142,0.9013157894736842,0.39644700184810994
6,0.9536396056219845,0.14530199638649122,0.8932748538011696,0.3833361179676167
7,0.961611076148521,0.12502348548013892,0.8940058479532164,0.374882695286773
8,0.97398783301867,0.07722887156793735,0.8947368421052632,0.4697359519642453
9,0.9731487308579819,0.08466801637371114,0.9027777777777778,0.4121999080444491
10,0.974617159639186,0.07516705667312513,0.9144736842105263,0.3779641566581504
11,0.9838472834067548,0.04654440668805333,0.929093567251462,0.3113463541796041
12,0.9941262848751835,0.0191718877774457,0.9283625730994152,0.2953937239728348
13,0.9972729179777637,0.009448489271519993,0.9247076023391813,0.33241986829874126
14,0.9947556114956996,0.01736188142079135,0.922514619883041,0.3166518181908962
15,0.9926578560939795,0.021649362708460664,0.9203216374269005,0.33557183169868104
16,0.9882525697503671,0.037267631594866714,0.9093567251461988,0.39220305636178615
17,0.9876232431298511,0.03155782684760368,0.9130116959064327,0.35573473927933114
18,0.9886721208307111,0.03423753355773503,0.8976608187134503,0.4697573379895022
19,0.9830081812460667,0.05483476790105737,0.902046783625731,0.46600104114690494
20,0.985735263268303,0.041265530549239794,0.9166666666666666,0.3369963101522867
21,0.9955947136563876,0.014558950207827475,0.9269005847953217,0.32537004335371905
22,0.9964338158170757,0.012367019631381104,0.9283625730994152,0.3303231267518429
23,0.9979022445982798,0.007236668860560108,0.9283625730994152,0.3298776854630993
24,0.99895112229914,0.004295417188898029,0.922514619883041,0.3458700553070061
25,0.9985315712187959,0.005060835889518736,0.9203216374269005,0.3764915321737008
26,0.999160897839312,0.003805232449843323,0.9312865497076024,0.3414506056524683
27,0.9966435913572478,0.008742660037245782,0.9152046783625731,0.40942917112261057
28,0.9964338158170757,0.01202100450360535,0.9152046783625731,0.4640241130580043
29,0.9920285294734634,0.02564899415252793,0.9181286549707602,0.45037099158088134
30,0.9920285294734634,0.02457755666551174,0.9152046783625731,0.38490226030956176
31,0.9926578560939795,0.02622708762002071,0.9195906432748538,0.3567658047689948
32,0.9958044891965597,0.013606057227307919,0.922514619883041,0.3283962714377531
33,0.9995804489196559,0.003456479757469485,0.9232456140350878,0.3223036721262128
34,0.9995804489196559,0.0019853360157342484,0.9312865497076024,0.3065443292238511
35,0.99895112229914,0.002972887457530452,0.9349415204678363,0.2996995525033928
36,0.9993706733794839,0.0022759369764736408,0.9327485380116959,0.2975990663981065
37,0.9995804489196559,0.0020541214920703835,0.9327485380116959,0.3255403455357652
38,0.999790224459828,0.0017240335977317502,0.9312865497076024,0.33066548838897414
39,0.9974826935179358,0.008942485850846595,0.9261695906432749,0.34079345831171026
40,0.999160897839312,0.0034402941856880973,0.9334795321637427,0.33573546308244384
41,0.99895112229914,0.002852346664220376,0.9342105263157895,0.32967502816558575
42,0.9985315712187959,0.004312534686963187,0.9312865497076024,0.3530182297947968
43,0.9995804489196559,0.0019513499770108798,0.9320175438596491,0.34924364958478266
44,0.999160897839312,0.0020706015706395157,0.9334795321637427,0.35646459016120496
45,0.9993706733794839,0.0017436658719645567,0.939327485380117,0.3158475625461379
46,0.9987413467589679,0.004249072343133696,0.9312865497076024,0.3393335685101446
47,0.9974826935179358,0.009529476360701714,0.929093567251462,0.37372967663226475
48,0.999160897839312,0.0033563513046243046,0.9276315789473685,0.3896028638687418
49,0.9985315712187959,0.004665320903225333,0.9342105263157895,0.36908227104834435
50,0.999160897839312,0.00283333885127166,0.9320175438596491,0.37599571578226293
51,0.999160897839312,0.003906517354720709,0.9261695906432749,0.37520792957958443
52,0.9995804489196559,0.001642788956961407,0.929093567251462,0.36225908851727495
53,1.0,0.0007924193640602065,0.929093567251462,0.38101349399305967
54,0.999790224459828,0.0011400900157668547,0.9320175438596491,0.3635160572621105
55,1.0,0.0007118995812402776,0.9320175438596491,0.3784198403570985
56,0.999790224459828,0.0012865914715388157,0.9305555555555556,0.3619137171372977
57,0.9993706733794839,0.002896133310242787,0.9247076023391813,0.38702354612110484
58,0.9993706733794839,0.0017629128710082388,0.922514619883041,0.39241520704181737
59,1.0,0.00038492003898761367,0.9261695906432749,0.37416665437956187
60,0.999790224459828,0.0006896254472794314,0.9312865497076024,0.36551866624071155
61,1.0,0.0004107602567243196,0.9305555555555556,0.3737481165038378
62,0.9995804489196559,0.0014448783570716365,0.9254385964912281,0.4114583684943703
63,0.9993706733794839,0.003445079171492061,0.9305555555555556,0.37867041050759687
64,1.0,0.0004820824718343456,0.9305555555555556,0.36767517408182804
65,0.9987413467589679,0.00267598948725843,0.9269005847953217,0.41498683711383927
66,0.9995804489196559,0.0012929324592360538,0.9327485380116959,0.3718676233859083
67,0.9995804489196559,0.0025918341263372864,0.9349415204678363,0.36767763597890735
68,0.9995804489196559,0.0014416572431589932,0.9327485380116959,0.38767989554989346
69,0.999790224459828,0.0006196396975824336,0.9327485380116959,0.36274843674077284
70,0.999790224459828,0.0005705094625825693,0.9261695906432749,0.3655917777187126
71,1.0,0.0002971995717776711,0.9334795321637427,0.373118917966738
72,1.0,0.0001994470196296367,0.9269005847953217,0.3793362845899537
73,0.999790224459828,0.00030806737270985276,0.9283625730994152,0.39955243767986376
74,1.0,0.0001698058534526085,0.929093567251462,0.3961811103684784
75,1.0,0.00018601229687997971,0.9305555555555556,0.3942556265135144
76,1.0,7.470297858516698e-05,0.9298245614035088,0.38513435123672407
77,1.0,7.457910201296636e-05,0.929093567251462,0.40318645872608866
78,1.0,0.00011009436880860278,0.9283625730994152,0.39332737199160767
79,1.0,0.00044320162021220603,0.9327485380116959,0.39534213083666253
80,1.0,7.541184024510268e-05,0.9327485380116959,0.4014486216988718
81,1.0,0.00010470974675077717,0.9320175438596491,0.3869448673564854
82,1.0,0.00018696782373332562,0.9327485380116959,0.39631925110006705
83,1.0,0.00020677157829675024,0.9327485380116959,0.3764595272639485
84,1.0,6.182981494918365e-05,0.9349415204678363,0.374180874795393
85,0.9993706733794839,0.0020369269271598403,0.9334795321637427,0.3742652454218546
86,1.0,8.7486315073539e-05,0.9312865497076024,0.38299960791414905
87,1.0,0.0001777523798257075,0.9298245614035088,0.3959194919809179
88,1.0,0.0002476495031217401,0.9334795321637427,0.3782832440811881
89,1.0,7.831998383403668e-05,0.9298245614035088,0.39940466902890176
90,1.0,0.00017754316836880322,0.9349415204678363,0.38992548581256076
91,1.0,0.00014634371694185593,0.9312865497076024,0.390693464782089
92,0.999790224459828,0.0014584840979637956,0.9334795321637427,0.3855556080031187
93,1.0,9.841419648103284e-05,0.9342105263157895,0.37448017268853134
94,1.0,3.46228294899795e-05,0.9364035087719298,0.3837372968839698
95,1.0,8.234883085795494e-05,0.9334795321637427,0.3901579252357573
96,0.999790224459828,0.00033295432737740947,0.9371345029239766,0.37038135046659165
97,1.0,9.50670541988685e-05,0.9349415204678363,0.36850317817744477
98,0.9995804489196559,0.0007458219861657821,0.9371345029239766,0.3578365187723796
99,0.999790224459828,0.0009155110868435094,0.9334795321637427,0.3749022612153271
100,0.999790224459828,0.0003769619035097857,0.9349415204678363,0.3772261555490712
101,0.999790224459828,0.0010879796307733994,0.9364035087719298,0.37626909434275574
102,1.0,4.164702201382438e-05,0.9334795321637427,0.37913967670634563
103,1.0,7.636257001442402e-05,0.9334795321637427,0.37701788375581896
104,0.9995804489196559,0.0008766773493755943,0.9327485380116959,0.382503793557272
105,1.0,0.00014377396785022827,0.9334795321637427,0.3726617743255744
106,1.0,0.00032068191942608796,0.9320175438596491,0.3940951822103586
107,1.0,5.426266317417136e-05,0.9349415204678363,0.37822593551611006
108,1.0,0.00016530184346253533,0.929093567251462,0.39515540092035606
109,0.999790224459828,0.0008905153140129175,0.929093567251462,0.36993993286633603
110,1.0,0.00016314640530656972,0.9334795321637427,0.3703420205843137
111,1.0,7.657576808036074e-05,0.9320175438596491,0.3678658958253732
112,1.0,0.0002384617090738541,0.929093567251462,0.3677727643760506
113,1.0,0.00012805154069274861,0.9327485380116959,0.37585016392674947
114,1.0,0.0001369770789646306,0.9298245614035088,0.3745974216523559
115,1.0,5.2977995319993746e-05,0.9349415204678363,0.3805740225740687
116,0.999790224459828,0.0001888262943873313,0.9320175438596491,0.38027416371745815
117,1.0,6.501034492839303e-05,0.9320175438596491,0.4050213840930874
118,1.0,3.48525860980033e-05,0.9305555555555556,0.3761767841209549
119,1.0,5.6011356697590664e-05,0.9320175438596491,0.38225469497427733
120,1.0,4.67176324726451e-05,0.9334795321637427,0.3809646688953995
121,1.0,5.52352083092571e-05,0.9312865497076024,0.38350984880153827
122,1.0,0.00011943077939369516,0.9312865497076024,0.38269373662986383
123,1.0,3.757376347396182e-05,0.9320175438596491,0.36592381208225394
124,0.999790224459828,0.0002786482148334984,0.9312865497076024,0.38065139265449416
125,1.0,5.584005947908101e-05,0.9342105263157895,0.3673159389033762
126,1.0,4.848438063251993e-05,0.9334795321637427,0.3757592903444717
127,1.0,3.5069416707905865e-05,0.9327485380116959,0.3796057039804129
128,1.0,4.846112962707978e-05,0.9349415204678363,0.36523882988948636
129,1.0,3.333821002385757e-05,0.9342105263157895,0.3764893166899551
130,1.0,0.00011281512272169176,0.935672514619883,0.3724406218605636
131,0.999790224459828,0.00023004733079321627,0.9385964912280702,0.36453954289331597
132,1.0,3.943067914229113e-05,0.935672514619883,0.3744952899300991
133,1.0,4.2205684098268566e-05,0.9349415204678363,0.3728741258518164
134,1.0,2.018829820140096e-05,0.9342105263157895,0.38982613369562596
135,1.0,0.0001676880858774393,0.935672514619883,0.36634454103646974
136,1.0,9.701511245774043e-05,0.9327485380116959,0.3689755288448163
137,1.0,1.8897479064119292e-05,0.9364035087719298,0.3731915053903385
138,1.0,0.00017695901155300988,0.9342105263157895,0.3896121114985151
139,1.0,1.9093464499331842e-05,0.9320175438596491,0.39242201434789487
140,1.0,2.8442247041568296e-05,0.9334795321637427,0.36985267394460564
141,1.0,7.060201466366752e-05,0.935672514619883,0.3738228685661154
