epoch,train_loss,train_acc,val_loss,val_acc
1,2.1163995812848673,51.91468734852157,1.145028148185123,72.31735159817352
2,0.8882322597134974,79.47972208757473,0.8227377699180083,79.337899543379
3,0.5938882850801822,85.37728227500403,0.7248691087419337,81.79223744292237
4,0.4262678516433411,88.93197608660526,0.7046653734012084,80.9931506849315
5,0.3386947223052536,90.70932299240589,0.6847536291588436,81.5068493150685
6,0.30233523618314684,91.29100016157699,0.6854665714231405,81.10730593607306
7,0.26738260041192635,92.05041202132816,0.7297218676317822,80.13698630136986
8,0.24247523977123586,92.29277750848279,0.6809782849116759,80.82191780821918
9,0.2222790220733156,92.82598158022297,0.722522499750961,79.68036529680366
10,0.20892325886669233,92.93908547422846,0.7002411899241534,81.10730593607306
11,0.19807698230076695,93.0683470673776,0.742281391674822,80.65068493150685
12,0.1988249700900513,93.24608175795767,0.7182052903554657,81.79223744292237
13,0.18465600648568464,93.71465503312328,0.7367762620476159,80.42237442922375
14,0.1790026877382674,93.58539343997415,0.70872444645925,80.82191780821918
15,0.14415058622751192,94.07012441428341,0.7044021029363979,80.70776255707763
16,0.13578733005416915,94.1832283082889,0.7263167696920309,80.65068493150685
17,0.13646485824521976,93.69849733397965,0.7274546581235799,80.42237442922375
18,0.1317820092375131,94.19938600743254,0.7407263376496055,80.19406392694064
19,0.12496188306969773,94.66795928259816,0.7367258478294719,80.7648401826484
20,0.12452724204427496,94.28017450315075,0.7550250429321419,81.67808219178082
21,0.12430808233750082,94.39327839715625,0.7345019934190945,81.84931506849315
22,0.12100961225433755,94.32864760058168,0.764436867155812,80.70776255707763
23,0.12238543895889342,94.19938600743254,0.7762604809620164,81.22146118721462
24,0.12693443336552873,94.11859751171433,0.7302986198528246,80.7648401826484
25,0.12030988689704039,94.28017450315075,0.7358309738337994,81.33561643835617
26,0.123829210215469,94.08628211342705,0.7664515818045898,81.27853881278538
27,0.11321888205153656,94.66795928259816,0.7541370497508483,81.27853881278538
28,0.11814611910160669,94.31248990143804,0.8149455290626396,79.85159817351598
29,0.1176807713075589,94.66795928259816,0.8007629466327754,81.27853881278538
30,0.11209540084705294,94.60332848602359,0.7980894201181151,80.19406392694064
31,0.11130120672439177,94.4902245920181,0.8226195964623582,80.7648401826484
32,0.11014638820989538,94.50638229116174,0.8171867325901985,80.65068493150685
33,0.09659959824957415,95.00727096461463,0.8084061763503335,81.44977168949772
34,0.09331761100377466,95.08805946033284,0.8001341382210905,80.93607305936074
35,0.09511438944405809,94.82953627403458,0.8151196868582206,81.10730593607306
36,0.09147743346198395,94.97495556632735,0.839722338589755,80.65068493150685
37,0.08988787633482098,95.12037485862014,0.8412214952436361,80.93607305936074
38,0.09041998165025923,94.6841169817418,0.8222941091114825,80.93607305936074
39,0.09108132299650268,95.00727096461463,0.8353630903092297,81.44977168949772
40,0.0875994747542997,95.39505574406205,0.8456251950765198,80.93607305936074
41,0.08685317436790037,95.02342866375828,0.856348763812672,80.47945205479452
