Epoch,Train Loss,Valid Loss,Train Accuracy,Valid Accuracy
1,0.8595767776791503,0.5674481212544222,0.7235894357743097,0.8251300520208084
2,0.4926698817258455,0.5486204444813509,0.8401360544217688,0.82953181272509
3,0.3462207427903527,0.5286956710689494,0.8841536614645858,0.8399359743897559
4,0.2585991586134786,0.5714543709317509,0.9153661464585834,0.8455382152861144
5,0.2263030228184528,0.563549021045033,0.9235694277711084,0.8451380552220888
6,0.17648796005552414,0.5759266950682003,0.9407763105242097,0.8463385354141657
7,0.15802154362666793,0.5948698442070043,0.9471788715486195,0.8455382152861144
8,0.1660475627783419,0.6016538289158332,0.9458783513405362,0.8483393357342938
9,0.1343084184550533,0.6970213722734272,0.9558823529411765,0.8387354941976791
10,0.11307870692574606,0.5442836319505214,0.9631852741096438,0.8659463785514205
