Epoch,Train Loss,Valid Loss,Train Accuracy,Valid Accuracy
1,2.0646434326966605,90.76430257161458,0.31232876712328766,0.18085106382978725
2,1.7852233151594799,15.685811042785645,0.3506849315068493,0.22340425531914893
3,1.5921029249827068,1.6679912408192952,0.4191780821917808,0.43617021276595747
4,1.496884157260259,1.70080562432607,0.4273972602739726,0.40425531914893614
5,1.354428728421529,1.4220054546991985,0.42191780821917807,0.46808510638297873
6,1.2205213904380798,1.4915560881296794,0.5178082191780822,0.5
7,1.2822839121023815,1.366384466489156,0.4904109589041096,0.4787234042553192
8,1.3008221785227458,1.901105284690857,0.4712328767123288,0.5319148936170213
9,1.3588780164718628,1.3927178780237834,0.4767123287671233,0.48936170212765956
10,1.2650729020436604,1.4475646416346233,0.4904109589041096,0.48936170212765956
11,1.1702154725790024,1.6112369696299236,0.5342465753424658,0.44680851063829785
12,1.1640474845965703,1.6508636077245076,0.5452054794520548,0.43617021276595747
13,1.2276222656170528,1.7797292073567708,0.5452054794520548,0.4148936170212766
14,1.2050264179706573,1.4359586238861084,0.5178082191780822,0.5212765957446809
15,1.1736105879147847,1.5819644927978516,0.5643835616438356,0.48936170212765956
16,1.1369503289461136,2.013523817062378,0.5534246575342465,0.5531914893617021
17,1.2570547461509705,1.5068813959757488,0.536986301369863,0.5212765957446809
18,1.129336381951968,1.2567845185597737,0.5561643835616439,0.6063829787234043
19,1.1281650364398956,1.3983843922615051,0.5534246575342465,0.5106382978723404
20,1.0900900413592656,1.4677395621935527,0.5616438356164384,0.6063829787234043
21,1.0233883659044902,1.2630983392397563,0.5589041095890411,0.5638297872340425
22,0.9034033219019572,1.5672994057337444,0.6191780821917808,0.48936170212765956
23,0.938319186369578,1.9873623450597127,0.6246575342465753,0.5851063829787234
24,0.9670832852522532,1.2791937589645386,0.6301369863013698,0.5425531914893617
25,0.8699694673220316,1.4770563244819641,0.6383561643835617,0.5106382978723404
26,0.9432426691055298,1.2464767694473267,0.6027397260273972,0.5851063829787234
27,0.8486526384949684,3.9083429177602134,0.6493150684931507,0.40425531914893614
28,0.9499445408582687,1.4516193270683289,0.6246575342465753,0.5851063829787234
29,0.97158183157444,1.4166248242060344,0.6136986301369863,0.5957446808510638
30,0.945535143216451,1.1541802088419597,0.6273972602739726,0.5851063829787234
31,0.9478969176610311,1.1379799246788025,0.6410958904109589,0.6170212765957447
32,0.9232820471127828,1.178965171178182,0.5972602739726027,0.6595744680851063
33,0.9290316104888916,1.4193233450253804,0.6547945205479452,0.5957446808510638
34,0.9792905151844025,1.60170845190684,0.6657534246575343,0.5425531914893617
35,0.9150569140911102,0.9690552353858948,0.6465753424657534,0.6914893617021277
36,0.8910693029562632,1.2748523354530334,0.6520547945205479,0.5638297872340425
37,0.8164229144652685,1.3498139381408691,0.6657534246575343,0.574468085106383
38,0.8562010775009791,1.2154230276743572,0.6684931506849315,0.6063829787234043
39,0.9039183656374613,1.739420493443807,0.673972602739726,0.574468085106383
40,0.9685086558262507,1.3224990963935852,0.6164383561643836,0.5531914893617021
41,0.816735697289308,1.617564896742503,0.6657534246575343,0.5638297872340425
42,0.849100927511851,1.3817960818608601,0.6602739726027397,0.6063829787234043
43,0.9367751677831014,1.1898138721783955,0.6191780821917808,0.6595744680851063
44,0.8528381685415903,1.4014147122701008,0.663013698630137,0.648936170212766
45,0.7908808092276255,1.1714734037717183,0.6684931506849315,0.6170212765957447
46,0.8583433628082275,1.0288565357526143,0.6520547945205479,0.648936170212766
47,0.7844276775916418,1.3461768825848897,0.6876712328767123,0.6382978723404256
48,0.7931504895289739,1.133531967798869,0.6986301369863014,0.6276595744680851
49,0.7583121781547865,0.9640065232912699,0.7123287671232876,0.723404255319149
50,0.8391093115011851,1.2171327471733093,0.6821917808219178,0.6702127659574468
51,0.7803222835063934,1.1815324326356251,0.7095890410958904,0.6808510638297872
52,0.7359462330738703,0.975420614083608,0.7095890410958904,0.6276595744680851
53,0.8396191646655401,1.0468757152557373,0.6575342465753424,0.6808510638297872
54,0.7655639350414276,1.4294923742612202,0.6712328767123288,0.574468085106383
55,0.8541770031054815,1.7331484357515972,0.663013698630137,0.5638297872340425
56,0.7863209595282873,1.0052701234817505,0.6767123287671233,0.6808510638297872
57,0.7843365346391996,1.0730223457018535,0.6602739726027397,0.6808510638297872
58,0.8380736261606216,1.0729742447535198,0.6164383561643836,0.6276595744680851
59,0.6920917655030886,1.1797340710957844,0.7123287671232876,0.6382978723404256
60,0.791226327419281,1.3961217006047566,0.6465753424657534,0.648936170212766
61,0.9468907316525778,1.5084396203358967,0.6410958904109589,0.6276595744680851
62,0.9076668868462244,1.2073559165000916,0.6575342465753424,0.6276595744680851
63,0.7849831233421961,1.114148199558258,0.6931506849315069,0.6914893617021277
64,0.7929536600907644,1.0501715938250225,0.7068493150684931,0.7127659574468085
65,0.762227788567543,1.0903576016426086,0.7013698630136986,0.7340425531914894
66,0.7198888411124548,1.0488546291987102,0.726027397260274,0.6914893617021277
67,0.8262988229592642,1.3572170337041218,0.6465753424657534,0.6276595744680851
68,0.8971400012572607,1.6277860800425212,0.6547945205479452,0.574468085106383
69,0.7699362635612488,0.9566485285758972,0.7013698630136986,0.6276595744680851
70,0.8045657575130463,0.9645822246869405,0.6767123287671233,0.7021276595744681
71,0.7063276742895445,1.0690991083780925,0.6958904109589041,0.6914893617021277
72,0.6634463667869568,1.3172399401664734,0.7397260273972602,0.6595744680851063
73,0.6922873854637146,1.29100900888443,0.7150684931506849,0.6170212765957447
74,0.7861761351426443,0.956294576327006,0.673972602739726,0.6808510638297872
