epoch,train_loss,train_acc,val_loss,val_acc
1,3.369953950607415,34.20603301081389,2.275269143683936,53.679945982444295
2,1.964951042695479,60.766457977613356,1.7908499737580617,62.01890614449696
3,1.4303163998054735,70.24283817112503,1.535782181447552,66.2727886563133
4,1.1045850404284216,75.70669702143806,1.442851203904357,67.4881836596894
5,0.8820241475647146,80.0132802124834,1.4025685135074841,68.6360567184335
6,0.7096225646409121,83.03927148548662,1.3646182557267528,68.97366644159352
7,0.5910929287473361,85.42970973249858,1.3615977999664122,68.7373396353815
8,0.5030479580615506,86.97590590020869,1.3739865013668615,69.51384199864957
9,0.44395632687391656,88.20906848795295,1.4235936413689325,67.28561782579338
10,0.4100884455623049,88.42724340732309,1.3908074958029615,68.6698176907495
11,0.390558186828187,88.64541832669323,1.4327187001384714,67.5219446320054
12,0.36978196971344224,89.09125403149308,1.4772428815723748,66.91424713031735
13,0.3450548737338095,89.48966040599507,1.4760860650129215,66.98176907494936
14,0.336517918380824,89.25251375450578,1.46573303559775,67.62322754895341
15,0.3256835542167678,89.49914627205465,1.5235159997978518,67.5557056043214
16,0.31248400181983454,89.78372225384177,1.4808882228950018,67.11681296421337
17,0.30050655194755754,89.85960918231835,1.500339758572399,67.5219446320054
18,0.2920644912078525,89.86909504837791,1.5446814198487548,66.3065496286293
19,0.2981045428437717,89.73629292354391,1.5428757893462335,66.91424713031735
20,0.24006534445692193,90.76076645797761,1.4851578041430442,68.7711006076975
21,0.21588942637723504,91.10225763612218,1.5058154133699273,68.6360567184335
22,0.21457753095098517,91.16865869853918,1.5094665650238273,68.36596893990547
23,0.20918079793001665,90.77025232403719,1.4999484309265692,68.46725185685348
24,0.2053619277635307,91.05482830582432,1.5315398929580566,67.72451046590142
25,0.21033593311228535,91.17814456459875,1.5025140546983289,68.50101282916948
26,0.2031328909042658,91.09277177006261,1.5292072457171255,67.96083727211344
27,0.20463967162438415,90.92202618099033,1.555687617550614,67.89331532748143
28,0.19926572565666653,91.11174350218175,1.560743276149996,68.7035786630655
